text,pred_label
I applied for a prison role and was denied based purely on my game results. They did not ask anything else. Any company that will refuse you purely because of game results is not a company worth working for. As clearly they are not invested in you as a person. waste of time.,0
This is very bad app I dont like this app,0
good app,1
Unique idea that shouldn't be used to decide whether to hire anyone.,0
A very useful toolkit for everyday use Huge,1
Bit of a drag,0
Not able to transfer any files to PC. Transfer getting stuck after initiation.,0
I like this game 🙂🙂🙂🙂🙂🙂🙂🙂🌙🌙🌙🌙🌙🌙🌙🌙,1
Baaaad,1
"Very enjoyable! That section with the safes though, grr!!! :)",1
This is good!Forgot I was even doing an assesment.,0
I did not get a report at the end of the session and found the activities very stressful. This cannot be the future of recruitment 😞,0
Works very fine,1
Not connecting my phone,0
"This app is a horrific assessment of a job candidates capabilities. It's a test of patience and how much the person is willing to put up with it. It is frustrating and cruel to put people through this experience where they feel they have no choice but to play these dumb games, when it's such a simple thing to do to help get a job. I feel like that company that directed me here has no respect for my time or intelligence. I have no intention of working for them.",0
The absolute worst application process I have ever participated in. Mostly assesses your reaction time. The electrical lever level made no sense at all. The balloon level is a total joke. The facial recognition is hilarious at best (also no need to move the tiles for selecting the facial expression). Companies who use this in their application process should be embarrassed.,0
"Really creative and fresh, I love it.",1
"Interesting, frustrating and thought provoking.",1
"I highly recommend this app for psychometric tests, it test your strength when it comes to problem solving and being able to memorize things, one could see where he/she lacking and where his/her strong points are.",1
Very much a gamer oriented assessment tool,1
This isn't working on my g15 strix laptop. (1.5 hours into setup struggle) My HD video cam connects with usb-c as well so this laptop sucks with connectivity. I have to choose between a 2nd monitor or Web Cam! If you take the web cam away then you need to improve I/O on the product and preferably more usb-c connectivity.,0
Hmp using this to get staff. I'm street wise not a computer geek.,1
I found it fun as I do enjoy tasks or games that are similar to brain training.,1
"Didn't give me the correct ""game"" and I failed the job application I was doing it for. Thank goodness the recruitment have been understanding that it was the app issue and not myself, they are giving me another oppurtunity. This could have gone very different.",0
Fun,1
Nice one Super cool,1
It is a good app but it can be made better,1
App not working,0
Only suitable for round screens. Nice idea though.,1
"Sometimes adds are irritating.when am open app some of the features are become locked,to unlock this feature they ask for click on adds and wait.i dont know why they doing this!!!",0
One of the most ridiculous things I have ever been a part of. How this can do anything for any business is beyond me. Would not want to work for any company that thinks this is useful,0
Great app. But I shouldn't have banner ads AND have to visit pages to access content.,0
He die of the he 1997 and 2015 need fite,0
I'm happy with this camera it is better than the most cameras I downloaded,1
"I enjoyed the gamey atmosphere of the test. However I logged in again after finishing it, and it shows my final score is 0 (which wasn't the case when i saw it straight after completing the test. Hope this won't compromise my chances on getting the job.",1
Waste game sorry sir,0
Worst worst worst gaming,0
This game is so awsome.I love this game in all games this is my favorite.,1
Just ads just in 4 second what agame of ads,1
Effective,1
Link to myAsus is causing problems with inbuilt camera of my laptop in online meetings.,0
Why can't other brand laptop be connected to my Asus phone?,0
What would be a good pontuation? Would be great at the end of the assessment to get a feedback from you guys. Also there is a bug in the arrows game. Thanks,1
"Great concept, an option that doesn't involve a forced Microsoft login. But the fact that I can't save the password in the app NOR use autofill is a deal breaker. My passwords are long, I'm not typing it in every time on a phone keyboard. If you add a save password feature, I'll be back for sure.",1
Indeed its a nice app but a reason i gave it four stars is that a biography its too short and add more wallpapers will his real face coz he is my number one dj for life,1
"I have a one plus, and the app immediately closes when I open it. Can we please fix this? I would love the game that made my childhood with my baby cousin!",1
"I liked the app for the most part, however the last part with the lock safe was highly difficult, I was most probably at it for a good couple of hours but had to give up as it was stressing me out but honestly overall it was an amazing app",1
"It wouldn't let me enter my password, but let me proceed with the test anyway? Now I have no idea if my score has indeed been recorded or not! Complete rubbish.",0
I was not as impresed as other reviews say it was not all that and you cannot see Kong's face only but,0
"You've made a mistake in the section ""Nucleic Acid"". DNA and RNA schemes are with switched names. Pls fix it.",0
Good but limited,0
"Hi Dev, Unfortunately did not support Huawei P30 pro. So i can install but canont open. :-(",0
Overall I'm satisfied with the experience but there are several issues. 1) you should change the faces challenge. Or maybe see the data and change the faces that most people do wrong. 2) Score means nothing without a total to compare it to. Also some info about the score would be useful. Is the score sth like an iq result? Is it average? Is it below or above average... Some stats anyway,1
I did the test twice today for 2 different employers and got different results. The tests were identical. I suspect people might not be successful because of this. I bet if i did it again I'd get different results a 3rd time. I have reynauds and my fingers went numb from holding my phone so long.,0
"it is a very bad app, it doesn't have pearl pic",0
"Awesome concept, but they orphaned functionalities for old devices - even of ASUS, & other manufacturers.",0
Only want file transfer. Not all others. Why is location sharing necessary?,0
"Complete waste of time! The app says to select my phone from my computer's device list, but nothing ever appears.",0
itvwas fun,1
Everything that's wrong with modern recruitment,0
Good,1
it's fun and a nice tools,1
"Would give this zero stars, worst experience of verbal and numerical reasoning I have ever had.",0
More calm than other applications but just as frustrating when you get the answers wrong :),0
Good fun way to compete a psychometric test,1
"Love it, it's challenging, a different approach to the normal 'job assessments',",1
Cause it doesnt work in my phone,0
"The fact that talented, hardworking people have missed out on job opportunities because of this ridiculous pseudoscience is incredibly sad.",0
Reminded me of the games i used to play as a child.,1
A terrible and dystopian vision of the future. The does not test your personality its an IQ test. Some of the games make no sense. The faces game- most looked totally neutral until it was too late as when I saw other faces of that character I realised. You don't have any idea how many lever presses you have left in that game. Even a genius would fail each test eventually so maybe that's the main point here. Employers that use this as a method to test staff should be avoided.,0
More enjoyable and accessible than traditional tests.,1
Rajat tokas is not here. Idid not like this aap.,0
Works when you first set it up but never will work again once it is shut off,0
Why you removed Screen sharing 😭😭,0
Good,1
"Love the sounds, i think it needs more...",1
"I can't use remotely, only for Windows 10 pro",0
Why don't you pick up godzilla in this game,0
Great for new Employers,1
You should provide a better description on several tasks.,1
This is werry fun game i love this game but godzila is unlocked but this game is very cool 😎 you can try this game,1
really enjoyed,1
Gamenya lama kali loading 😭😭😭😭,1
The Health Steps complication displays 'steps' over the number.,0
"The app is really good, I like it",1
Well designed app though questions maybe they are needed,1
"Same experience with the other. Either landscape or portrait, the feature is like for desktop and everything becomes too small in screen.",0
.good game,1
I enjoyed every bit of the assessment and I like to that if test my patience,1
SUB 2 PEWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDIIIIIIIIIIIIIIIIIIIIIIIIEEEEEEEEEEEEEEE XD LOL ( edit took to long to download),0
Keep your arrogance with you....there is no important chemical data in your app..... either update your app or remove it from play store...... no use making such idiotic apps... that is of no use to anyone,0
Literally an ad every single time you press a button in the menus.,1
Fun,1
bloody hell this assessment is wasting my time,0
Great,1
Good,1
I can't sign in with my outlook account,0
Op,1
Plz surbhi chandana and sharad malhotra k saath bhi selfie camera banaiye,1
Bakwas,1
Just because it forced me to rate,0
"This app is not compatible with Chromebooks, although it says it is. The game left me with a black screen while it continued in the background. I would also not advise you to use it on a tablet as the distance between 'buttons' is much further than if playing on a tiny mobile phone. Although I can understand that it is trying to analyse strategy, it's not an effective method of understanding a candidates thought processes. Hopefully this is not the way recruitment processes are moving...more and more impersonal.",0
It's very useful to assess one's focus and concentration,1
Frustrating,0
stupid game 😛😛😛 and not fun at all all the people who like it are crazy.fix the game #godzilla come to the game@my request,0
wont let me download keeps saying installing waited around an hour...,0
its useful,1
Unable to connect... :-(,0
this was a very enjoyable and extremely different way to apply for a job,1
"I would love an option to change positioning of the complications. As they are now in the corners, I'd prefer to have them lined up as they might be on a traditional watch at 12, 3, 6 & 9. Otherwise, it has a neat design.",1
"Interesting approach, but some of the questions are set in a way where there are no logic behind them, therefore you rely on your luck or guessing abilities. There is no real time to work out frequances in answers if there is any. Making profit or getting the power back felt unfair because the system played against us therefore it could knock me down over and over again. The face recognition was confusing but it could be because im not use to this kind of graphic.",0
unable to use shared camera from xiaomi and huawei phone,0
A bit of fun with kids. If you can persevere with the bugs in the game. . The scoring does not work. When you get the correct word the game does not know it is correct. The scores are always zero. The music is irritating. Need to turn sound down on tv.,0
It's waste picture also fake please 🙏🙏🙏🙏 you don't download 😡😡😡🤬,0
Good aap,1
"Can't remote to my ZenBook, stuck at enter your account password.",0
Memory and quick reactions games.,1
"Interesting experience, I enjoyed a lot having my assessment. I recomend it to all candidates. Thank you.",1
Fake app,1
It's very very bad game,0
Good,1
"Not all innovations are good, sometimes companies are just trying to sell their junk under the name of science. Yes some psychological experiments upon which this game has been built are valid. However no such research has been carried out to assess the combined effect of putting together isolated experiments. Certainly nothing has been done to prove it's effectiveness in hiring. Regardless of the science this is a great drain of time compared to other non-game based tests.",0
. I cannot even download. It stops around 50%,0
Tatti game,1
A bug is present in the app where my scores had decreased by 1000 after logging into the app again.,0
Smells like poop,0
Funny and interesting,1
Have to register my email before ANYTHING,0
I have an Asus laptop and i can login my id on my phone,1
Excellent,1
Exciting,1
"Enjoyed it, interesting way to assess skills.",1
Aed,0
A good game. Enjoyable to play.:),1
Configuration is extremely hard and I have no idea why do I need to register when I just want to share my screen via Bluetooth. 1/10,0
Tasks are gud but not a 100% representative of candidates competency.,0
"Not sure how does it work - I can see only colors to choose + radio button for analog / digital... no any options, no any menu...",0
Was fun for the most of it 🤷‍♂️.,1
Good but slow moving and ads,1
"Pretty decent, does the job",1
Interesting ideas and concepts,1
Important things are not open,0
Intesting! Candidates can show skills to sorting out different situations. Overall knowledge information for employers are there.,1
Keyboard would not pop up on the log in page to sign in,0
Download slow,1
Connection was cery slow,0
It's always show you network error please help me Even I am connected to my data and wifi,0
Awesome watch face.... Any plans to include a weather widget?,1
it's really good and fun for ages 7-12 but once you finish it's very booring,0
Helpful,1
Ok,1
Good,1
"paid for premium no change, again asking for payment help in refund or access for premium",1
Awful,0
Horrible experience after the update. Windows app freezes whenever clicked on Link to My Asus. (Latest widows app) and Android app never detects laptop. I really wish to downgrade to previous version. Please kill the service once app is removed from stack. Don't want to see the notification even after closing the app. Had to force stop the app to get rid of it.,0
"Shows my photos leaned and not in a good quality, despite I changed it to 100%. When I click to open just taken photo - it doesn't opens the photo but asks me to choose how to open it, and even after I choose the default photo viewer - it doesn't open the photo but I need to go find it with scrolls and clicks. I don't like this. Sorry.",0
This doesn't work with my computer. Super confusing.,0
Link option is disabled this app,0
"Regardless if I get the job or not, I had fun playing it. It was a good tool that everyone should use. Thanks",1
Just put on my Chromebook and doesn't load. Great idea if it would work,1
"Can't connect to my Note 10+ after installation, although my phone showee up when using Link 5o my Phone.",0
Maybe ok,1
"I found the assessment really frustrating at times, but in a good way as it really made me think about what I was doing.",1
Worst app ever...,0
Think you,1
Kept closing after every shot,0
"Only tests speed and reaction, does not show personality or capabilities",0
captivated,1
App would only be good if it supported remote access but it doesn't on Windows 10 home which is what everyone has so it's pointless,0
this just seems wrong.,0
Buty full game but not download,0
New update has lots of problems,0
"I completed the same test twice, 1 year apart and it gave me an entirely different report. Arctic Shores might try to get out of that by claiming their assessments are only valid for 9 months, but I doubt my personality did a complete U-turn in that time. The science behind these things is flaky at best, it just gives employers an excuse to not read applications if they get too many. Edit in response to reply: if that's the case, your norm group isn't big enough for repeatable comparison.",0
I like it.,1
"This just tests reaction times which is incredibly discriminatory to those who are less physically able, the disabled, and older people. And the other tests are incredibly abstract and have no bearing on an individuals ability to perform in a job role. I have done the same tests for different companies a number of different times and always have different results, there is no internal consistency with these tests. Companies should not use this discriminatory and poor form of assessment.",0
You guys ruin link to myasus Previous when i share file from my phone it is easily get share i.e the connection for laptop shown always whenever i tried to connect But now after this update i cant able to do that same,0
"Removed screen extend and screen mirroring, made it as a paid service. Better not to buy Asus products in future",1
marvellous,1
Mahir with selfie☹️☹️☹️,1
When i clicked the meme review one it was the one i was thinking of,1
App worked well but i feel you should be able to try the practice run first unfortunately for me I wasn't told about the practice app till after! That part should be made more clear,1
Fake application,0
A interesting and delightful experience,1
Shared Camera disconnects after few seconds,0
Good experience after playing this game.,1
"Can't even send a simple file to my pc without long and tedious connection shenanigans EVERY TIME. ""Your phone"" app works infinitely better",1
"App is good, but please add photo captured sound off option.",1
Can you please add download button cause it is impossible to set everytime using internet if you give add button we can save it into our devices and set it later offline otherwise I would give you 5star this app is so cool,1
not going to let go in the app,0
These tests are getting more and more silly. Popping balloons is now a measure of your ability to do a job. Welcome to 2017,1
"It was a good test, but it was unclear what the results at the end meant, as there was no indication of what the maximum number of points available was (on the rota test)",0
challenging but fun,1
Must have for a Spurs fan,1
app not starting..... it's stuck .... just after installation,0
Response time for few test are not in sync. Good assesment tests. well designed.,1
Super,1
love this app i hope most company can use this app to test thier employee but taking them on,1
"Waste of my time, the only thing i was interested is shared cam, cause the zephyrus duo 15 se dont have... And dont work!",0
"Good fun, really enjoyed it",1
Only allows you to set 1 shortcut if you want more you have to pay.,1
this game is terrible,0
For some reason it's asking me to update when i open the app and i uninstalled it and reinstalled it and yet it's showing the same problem...,0
"Why does this app need to know my location, access to phone and all of the other permissions?!?! Chemistry doesn't depend on any of the permissions. Be careful with this app!",1
"Keeps saying my user name is incorrect I tried without a password still didn't work, really annoyed missed a great job opportunity because if this",0
Waste,0
Very interesting game and it opens ones level of thinking,1
"Just awful, nothing to do with software development, withdrawing my application tomorrow. My time is worth more than this.",0
Nice,1
I rate this becuase I couldn't play the game becuase it keeps but ads you can keep the ads on but stop putting them on,0
Worst experience.. Not responding correctly.. Errors.... If asus really want to provide best service to customers.. Test yourself before launching features,1
"Great games, with clear instructions.",1
It was very mind challenging but enjoyable at the same time,1
This game is very bad game,0
not sure if this test is relevant to the role itself but helpful in getting brain to act quickly in decision making,1
was better than a psychometric test.. fun,1
Good,1
"The game does not register my words when it is my turn. This means I get the word wrong, even when it is correct. Tried to shut down and stop casting. No success. Rather disappointing, unless you're not bothered.",0
"Very good, but a practise run to some of the tasks would have been useful.",1
"Really enjoyed taking this assesment today. It was fun, engaging. The instructions were clear and easy to use.colouful screen and use of format I thought it was brilliant.",1
I liked it a lot. It was different from the other tests. Instructios were helpful.,1
Godzilla is not in the game. why every game is king kong?,0
Thoroughly enjoyed completing the levels,1
"Having not played any sort of computer game since space invaders at my local.pub in the 80's, i feel disadvantaged by not having a knowledge if gaming concepts or practiced.hand/eye coordination. Just having to figure out playstore(?) In order to access the assessment in the first place, felt like a test. Having to access and complete this assessment remotely undoubtedly generates advantages for some over others. I THOUGHT i was doing a practice run when i wasnt, and quit one game half way through . Perhaps this should be combined with a hand written psychometric test to make it more of an even playing field for those of us who prefer to hold a pen. You may not need to be brain of Brirain to figure most of these things out, but those who design on line assessments really need to account for the fact that anything is easy when you have knoweldge, experience and a better comprehension of gaming. I have NEVER done anything like this on a.phone. I have felt.torally out of.my confort zone. Its like beinga competent cook, but being challenged to make a cake only using one arm. You have then knowledge to make it, but have to figure out new ways of doing things as you go along. A one armed person is already ahead of you on that one!",0
Excellent,1
Good app,1
Whole thing seems pointless and you feel as though you are doing awfully the whole time. Not enjoyable,0
"Worked fine, but now all wallpapers are gone, I have the paid version..... They took away the wallpapers after taking money.",0
"Péssimo jogo para ser usado de base para processo seletivo, não acredito que mede o potencial das pessoas.",1
This is only visiting card of business there is all apps add giving very bed I give you _ 1000 🌟,1
"Good application it certainly challenges different skills and tendencies, maybe as much as really bad chess, which despite not being as difficult in some ways as the Princes app at grand master level would have the average player swearing by the end of the first ten levels. B-)",1
"I went to play, it wont let me",0
Huge delay in screen sharing.,0
"This made me so angry. How does testing if I have super human reactions prove my ability to do an office job. The report results aren't even accurate, it says I am energised by social situations (I'm an introvert) and I create conflict (I've never created conflict at work)",0
Probably one of the worst experiences out there. Consistently crashes during my assessment and does not even test personality accurately at all. The facial expression recognition game should be based off 'actual' faces.,0
ইবি আই মাহিরড় মাহিরবালা,1
Maybe the worst psychometric test a person could create. Actually luck based after a point and you're more likely to pass if you've applied to multiple jobs with this test,1
Saw bad movings,0
"I am not sure what's happening, in the mobile app every 2 min it log itself out and asks me to log in again, and on the desktop my asus app refreshes bluetooth which makes it to reconnect the device again and again, its just been 10 min since i have installed the app and it has already asked 10 times that my laptop wants to connect to my phone which is annoying.",0
This game is very very bad grafics,0
"Just uninstalled not working ,only on internet is good.",1
Not a had little game certainly made my brain work and made me think. I enjoyed seeing what my time reactions are like and how good or bad my memory is for remember sequences but doing this could certainly improve this.,1
Less is more,1
Utterly useless,0
ገገማ,0
Very good App easy to use to identify stop and take profit level for RR Can u update it for a 5 Star? Where have option for 3-5 levels of stop loss and take profit so can know where would put SL in front entry rather than have to update the % thanks .,1
Fun assessment,1
Exciting and IQ stimulating,1
It's an amazing app...totally worth it...Although I think u should add more wallpapers,1
I found this app really comforting and the graphics are awesome as well as the sound.,1
"Disappointing and not great for high functioning dyslexics Needs more audio cues. Several activities took me longer to understand, not based on my ability but by how I learn due to being dyslexic.",0
"I bought and downloaded this app because I thought it included the function to paste a recipe in, say, US measuments, and get the metric equivalent as an output. But it doesn't do that. If this was incorporated this app would be very good and stand out from all the other apps (that I have seen) in the same genre. Uninstalling as I have no use for it as it it now.",1
It's a good game but where is Godzilla and I don't know why people say there or so many ads there's berley any,0
Very bad👎,1
"I cannot believe that this app is being used as a recruitment tool. While you get the impression that you are being assessed, it's still disguising as a lighthearted activity. I cant believe it is used to determine the success of your application. It has no relevance to the job of Prison Officer. The prison service is understaffed as it is and I despair to think of the good candidates that are being declined because of this game. If you are not a gamer you're in trouble. How is that right?",0
"Had been trying to use the app to connect my Samsung phone to my Zenbook since a couple of months ago. But despite updating the app whenever there's an update, it still doesn't work.😑",0
Please also add pearl v puri because I download this for get a selfie with pearl v puri. OKAY,1
It was exciting a fun. I recommend it.,1
I bought this app a while back and thought is was great. Went to use it again and found out that I cant cut and paste as I used to. What a step backwards,0
"App worked great but as someone with a disability affecting working memory and autism it felt like the games were quite harsh. I didn't seek adjustments from my potential employer beforehand, as I never want to disclose my disability for fear of discrimination, but in this case wish I had as I struggled with 2 of the tests a lot (patterns and faces ones).",0
"Garbage. Long sign up processes and many permissions needed, then it says ""remote access is for Windows 10 Pro only"".",0
I can't find myasus in winre after reset windows..,0
Its not installing,0
Overall a good assessment tool. I found it very relaxing yet I was challenged to think but in a manner where I was comfortable - I think that is very important - to be comfortable so you take the assessments in a very normal state. It gives a perception of the real person in my opinion.,1
Best ring tune,1
Nice,1
"The SL/TP calculator can't be correct & in fact, It's not correct. Your app does not require the account balance/ margin of user to work out SL/TP values as percentages of the SL/TP are required/ used by the app. Under what basis does it work with percentages? Please let me know. We learn each day. Thanks",1
Fake app. Does not work at all.,0
I like this game it's realastic I love this game,1
Best,1
Loved it but not happy with the new release. The digital display won't fit on one line.,0
App was decently made. My assessment was entirely about recognizing patterns in number lists. i never thought i was great with numbers but i never knew i was this bad.,0
I dont know why you've made something that is so obviously impacted by imput method as a means of employment,0
Great way to complete the test!,1
Bakwass,1
I didn't like the app because it don't have my charming handsome pearlv puri pic i just installed it for him it doesn't have rajat tokas also and the photos are not looking like real,0
Sai,1
"Lots of information displayed well. The ads are fine, but I'm tempted to say this is fraud... you say to click an ad and wait until it loads and the feature will unlock. Doesn't work. Another ad you say click it and wait and the ad will disappear for an hour. Doesn't work. That took away 3 stars, and it's close to being reported if it doesn't get repaired.",0
"Found this really addictive, few issues with some tasks freezing but overall I ENJOYED.",1
"Not able to apply on my active 2. Said I should connect smartwatch to device which is already connected. Also, in the background, it has 'complications are available in watchface settings on your smartwatch'.",0
It was fun and educational at the same time.,1
Educational,1
Only Ad worst game dont any download😡😡😡,0
I can't even be Godzilla bad game,0
Real life in game i heat the Kong,1
challenging but good,1
This game is fun but Kong moves very slow and a lot of ads.,0
Fun,1
OK!,1
file transfer gets interrupt phone to pc,0
"Most puzzles were alright, none were too complicated though one seemed to only have a pattern you would've worked out by the end of the puzzle. Reaction based tests were annoying, since the pauses given for failing a question also decreased in time along with the questions speeding up, which is completely the opposite point entirely of having pauses to begin with, and there ended up being a point where they became more an issue than the actual test. Otherwise, a good testing measure, nice idea",0
Noob game,1
good,1
Nice app,1
Good,1
Probably OK 8f you play a lot of games on your device.,1
"Almost perfect app. Just missing a few ingredients in their calculator, such as castor sugar and dark brown sugar. Wonder if there's a list of ingredients that could be added to the next update?",1
No connect to Laptop easyly,0
It was ok.,1
As a behavior test it was good the games made you think which in turn helped helped when making decisions on the assessment,1
Fine,1
This game is have alots of adds and if i click to play he will give me add and if i click in the modes he will give me adds and the game has no godzilla and why u are put godzilla vs kong image i will delete this game this game needs like 1 download or 0 good,0
I didn't understand the electric one but overall I liked it.,1
realy nice iit,1
Terrible,0
Mylink is not showing in my UX430UNR. Both the mobile android app and the Myasus app on windows 10 are 3.0.11.0 above and yet mylink is not showing in laptop to move forward. What a waste of time. Mobile phone - Redmi K20 Pro.,0
I was so frustrated with myself at times other than that I felt it went ok,0
lj,0
Got me going but got a headache at the end lol 🤯,0
It would be nice to have an option to turn off the notification counter. I liked the minimal approach of the old version.,1
Engaging and rewarding. You'll definitely learn much about yourself if you pay attention to the details.,1
"Interesting, quick scores and will cut down on the ability to cheat",1
Only adds...nothing to play game..,0
"They reply saying sorry, which of course doesn't mean anything linking an article that is as expected in accurate.this is taking insult to a whole new level. Not to mention that they send you the results in the first place so that you can really feel the humiliation. Disgusting",0
"SCAM! It does NOT offer ""faraway rings super wallpaper""",0
ossum,1
This is Worst game ever graphics are so ugly not detailed 100mb is unfair for ugly game.,0
😊,0
overall it was a really good experience.,1
Most rubbish job application testing I had done ever,0
It's fun but need pa practice to do it,0
What a sad world we live in for employers to use this as a mechanism to shortlist their candidates. Clearly whomever is buying into this are a company to be avoided. The thought that a game of fluke and reactions can decipher one's personality which has been built through many years of personal experiences from baby to adult is laughable. A job application is a serious process that can make such a huge difference to someone and to use this method is worse than not being sent a response at all.,0
Enjoyable but could do with more options to take a break.,1
Clossing between playing,0
Biased for younger people who have quicker reaction times,0
Not entirely positive as i dont play computer games usually.,0
"Okay, few small issues with buttons too far apart, lost points as a result",0
Practical test before the actual is recommended,0
Awsum app but dont know how to get a equation example hydrogen ➡ water+oxygen,0
Useful app,1
Absolutely useless. Either after your latest update on here or Windows made the app unfunctional. Can't detect my phone at all and I waited nearly 2 minutes. Tried with Bluetooth too and it didn't work when it used to work fine.,0
"I had no technica challenge throuout the assessment, that was my biggest fear when I was about to start. It is generally good, but hey, more room for more improvement",1
"After one point, you have to be a robot to be able to keep up. I really don't know how a memory game has to do with our confidence, but i am not a scientist so i can't judge. I find this ""strategy"" rather unstable and believe there are much better ways to determine who is a good FIT for a position and Not compare uneven human traits with each other!.",0
How to login in app ?,1
Super assessment technique.. Hats off to the creator and the outstanding brainers who worked out the thought in real life..,1
Worst app ever,0
ap os very Good and very Intrasting,1
Error showing pc link not running in foreground ☹️ Unfortunately it dint solve,0
"One of the worst methods of assessment on the planet, I can't believe that PROFESSIONAL companies are using this garbage to assess applicants!! Being a gamer doesn't mean you'll be good at your job, this is absolute utter garbage. I've worked at two professional companies and excelled in both... If a company is using this game to get rid of applicants then that company is NOT forward thinking but lazy. My character is NOTHING like the results show. Take time, find applicants in a traditional way",0
So far fun but I can barely play it because the picture shows up in about 10 different frames sometimes hopefully that'll get fixed soon,0
Its bad,0
🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺🐕‍🦺,0
"Become useless app, after split features and must pay subscribe for extend mirror screen. Pity me to pay 1,300 bucks for asus laptop... unbelievable. Recommend not to Asus products anymore to anyone. Their policy to make money, is unacceptable.",0
Would have a higher rating if it fit a square face.,1
"Completed the tasks, and within 5 mins was told I wasn't suitable for the job, which I've been doing for over a year, I think these tests do not give a true reflection on a person's ability to do the job",0
This game-based assessment is very comfortable to play and easy to navigate.,1
"My Mind will be refreshed by Playing dis ,thank u.",1
A few bugs that prevented it from working 100% correctly. However for the most part it war fairly good. Some of the questions were antagonistic it seemed at some points.,0
More ads ads ads ads ads ads change places,1
"My PC on win11 is not able to find my device via same wifi or hotspot can't do anything really. It is connected via bluetooth perfectly, but shared cam or remote access inaccessible",0
Nice tunes.. clear sound .. enjoyable.,1
Goid,1
Easy to use and very helpful as a quick reference. Certain section such as nmr shifts should be expanded as to include solvent shifts.,1
No more useful than a fsc student...,0
RR Hi,1
I've done this twice now both the same sort of assessment on a different application which was called Amazing Insights. I do not see how this reflects accurately on an individual. And some of it is literally impossible to finish. That lock assesment is impossible on both apps. I'd like to see proof of people who complete this rubbish. In fact I would like to see how this tells you my personality because it doesn't prove anything about me or my intelligence.,0
This is a game or adds lavadaa game.irratating game,1
useless app... couldn't connect.....dont wast your time.,0
My Pc Asus Vivo book X505 za Doesn't Support this Features what's the benefit of Buying Laptop with such good specification and Still I'm unable to Use this App😓🤦🤦,0
Backview is not operative,0
Best app you can edit this,1
Best 👍 aap 💯 Very useful,1
Doesn't open other type of information,0
Very enjoyable experience a definite help towards employment ablitlity.,1
😀😀😀,0
"Only appears as installed on my fone but doesn't a ppear on my watch at all. USELESS what's the problem can they fix this, my fone says2 customizable options on fone screen& more options on watch BUT watch face doesn't appear on watch nor any way to put the face on the watch, Useless. You responded install to watch through GGplay ... how, cant seem to do allow it ...",0
"please set the main target or the clear goals that we must achive if needed. and add remaining time, remaining chance or any other information while working on the test for help the user, thank you",1
"Good Lord it's a privacy nightmare and you can't install it to use the functions you might like without consenting to permissions you do not want. I was interested in fast file transfer between phone and laptop, but it would take longer to sign in on both devices than ould to just email it to myself. After I deleted the app, my dad rang my mobile phone only for the laptop to answer the call. Why would I want that? Where did I consent to that? Talk about red flags. I'm now going to have to review the Windows 10 app to see that should go and I'm more annoyed with Asus than I've ever been.",0
It's so helpful for students.,1
When i am sharing my phone screen why this app cant share sound?? Some times i wanna listen some music from my phone without download it in my pc,0
"Ask it to divide 2 lbs 13 oz by 6. It gives back 1/3 lb 13 oz. Mathematically incorrect. Any ingredient that has two units (lbs, oz) it will only divide the first one and simply leave the 2nd untouched. It will still display it like it divided it, though, leading you to mess up your recipie before you realize what went wrong.",1
Great.,1
Trash!!.every time i open it.i have to go back to paring process again and again. I cant connect even though my phone and pc connected to the same wifi.,0
Excessive collection of data and indicates only use data for managing account but contradiction in actual policies,0
I do enjoying the assessment is about reaction make a good sense,1
"At first found this a pretty good idea. Then while actually doing the tasks I realised that you need inhuman reflexes to complete the tasks. There ""fail"" sound puts you off and is a destruction and has absolutely nothing in relation to your behaviour or probl solving skills as some tasks are based on luck like the balloons or power charge which at 1st seems to have pattern but then randomise half way through.",0
Good,1
"Gamified psychometric testing is bad practise with zero conclusive evidence that it's an accurate or reliable test of personality. It's sadly telling that Arctic shores failed to provide a single reference to a scientific paper on their website. Edit: I want to stress again in response to the below reply that Arctic shores needs to provide peer reviewed evidence, not buzzwords. Psychometric psychology is legitimate, but that's regarding 'big 5' tests. This type of gamified version is unfounded",0
naagin3,1
"not working smoothly. even after doing all what they told, the mobile is not getting connected to laptop. I installed this 1 year ago, that time also I face the same problem.",0
Sexy camera,1
My game won't let me play. I click on the start game button but it won't do anything. What am I doing wrong?,0
"Appalling way for employers to recruit staff. It is based on reaction time and luck. Had nothing to do with the skills for the job needed. My report described my personality and skill set nothing like mine at all. The employer lost out on a hard, loyal, trustworthy employee because of this stupid test",0
Not good i hate the fact that this software wants ALL PERMISSIONS! NOPE NOT HAPPENING CAPTAIN!,0
Abhi,1
"Worst experience, transferring data is too slow.",0
Great app... very informative... but why not all options accessible offline???,0
Very simple and the instructions are very clear.,1
Totally bizarre way of first stage screening,0
Cool game,1
"I think this is a good way of doing psychometric tests. Love the feedback pdf at the end of it too! Just one question, what is a good score to get?😂",1
This is not available for asus tuf gaming fx505dy please add this feature and tell why it is nit there plz reply,0
So Important application,1
Good,1
Cool way of doing a behavioural test as part of a job application.,1
"The assessment itself reminded me of a brain training exercise, despite its purpose.",0
Good,1
Nice,1
Shared camera simply doesn't work,0
